[5077145, 18491574, 1766160, 3015402, 1251585, 7941010, 11261267, 2377820, 5646092, 17219611]
[17068419, 13565223, 5510321, 12861739, 17067024, 14905482, 7621205, 15236944, 14861506, 4542770]
[2499087, 19221349, 5019353, 5652716, 10553236, 5033866, 12458818, 10936386, 19228845, 15083684]
[9910546, 17075487, 14905482, 10142488, 12446895, 6291298, 10557954, 19219529, 6945906, 16122420]
[5019919, 15240268, 1775090, 1778060, 16083092, 5031770, 5635581, 12458896, 16086841, 10936281]
[3851941, 4645302, 14701387, 17038617, 1783495, 16589257, 11375832, 12875561, 9755646, 11669466]
[3259191, 17065674, 5446649, 16835939, 17705401, 14723527, 13333665, 19237528, 12436605, 12439514]
[5639180, 5018904, 8703309, 15997024, 18559098, 18558964, 14849075, 18102320, 1778691, 13192802]
[2921094, 18556966, 17087387, 17081459, 7044919, 15078783, 5021287, 8722573, 15988519, 19224710]
[5202868, 15241344, 5211965, 10552836, 16084750, 2504590, 7054785, 18552784, 16077366, 13014191]
[13512764, 6213640, 7045614, 14860021, 629828, 12443041, 17070856, 18560887, 2504355, 1616018]
[17456921, 19225947, 10511036, 10699862, 2272268, 13513016, 11258611, 15392488, 3778176, 9962187]
[10078058, 14557847, 14427895, 4764500, 6455255, 9035774, 18062129, 15070041, 18122087, 10070327]
[10922014, 15987330, 13187382, 8717827, 15071538, 17126654, 5027225, 15258206, 6226224, 13506016]
[11509027, 4957707, 15923562, 2293926, 18082169, 10242274, 8113675, 5057687, 8500141, 1659188]
[14840808, 16000639, 10925869, 15813970, 6255783, 19221349, 5650499, 16001833, 5213225, 3800077]
[253541, 15524732, 6623168, 15983760, 5420594, 6487108, 9395151, 5212414, 4911317, 11245487]
[9109206, 17568314, 3409128, 6551623, 13534068, 8551162, 15164721, 9574626, 9377154, 4383466]
[859604, 2510948, 7054642, 1933070, 5024904, 13277642, 17717643, 10892744, 8387968, 8855043]
[3405365, 9547457, 12114378, 2829540, 10079306, 3162967, 13111656, 7599817, 6978390, 4939095]
[12852044, 14861948, 19086119, 9862434, 17996377, 5887334, 3327035, 9737858, 14496307, 14766330]
[17077718, 16080869, 14908992, 17088986, 15989904, 17086480, 17070297, 12438484, 5208461, 12438459]
[16045872, 17120516, 10779418, 1774200, 5638741, 14502167, 620740, 7054785, 6237896, 14642082]
[10770458, 8217367, 18146752, 14956590, 9589798, 4469103, 3078861, 4741331, 11441038, 225001]
[17078309, 19239586, 8722862, 15924011, 2494263, 19223152, 19229510, 13507966, 4545751, 18566442]
[6216372, 15236944, 17079747, 5213211, 16122420, 3987355, 625032, 9567447, 5029410, 17135549]
[6749961, 7428653, 15007892, 11264030, 16489045, 945367, 6499945, 1726366, 5359120, 5368242]
[5216056, 1779693, 13482976, 12441325, 1606961, 1615758, 7061522, 4544069, 19221349, 14515846]
[14849075, 6244674, 617167, 10928748, 2499093, 9298080, 18082866, 15070873, 8712251, 15063445]
[9377154, 15164721, 18882094, 1492076, 5838745, 8935774, 15190039, 3533198, 1973154, 6871769]
[12454890, 1596506, 10918430, 15928826, 12446942, 17073679, 418177, 10656194, 6015450, 18560007]
[1600906, 4531434, 10549291, 2937223, 5015225, 13479898, 6901774, 15915477, 6236877, 10549939]
[18088495, 4534922, 13491493, 13494308, 18561181, 6214580, 15062891, 16093685, 13184886, 13193759]
[1803368, 4913351, 16017016, 12232616, 14557703, 13470366, 16555844, 8463287, 11261267, 6878470]
[613053, 8707230, 13566134, 11531626, 1597823, 17070685, 16076714, 6638157, 10429801, 5022423]
[16004431, 15999552, 14512209, 13484021, 16001805, 19222739, 5213625, 17068774, 15924194, 2514636]
[18693650, 3332207, 12712980, 10934194, 19229755, 12370946, 5215119, 16971938, 3332204, 615907]
[17131327, 8711411, 17079481, 2942341, 16003219, 10919660, 14852085, 14920716, 15988269, 13496337]
[13490510, 1606961, 17115846, 17070856, 18088495, 623275, 15910923, 12449556, 1778281, 17073809]
[13262897, 1481521, 6114478, 5296234, 15037021, 16971060, 14429578, 16267006, 15590569, 9044705]
[15924804, 4445277, 15070041, 5208555, 12446723, 18095040, 16092997, 15988867, 13483261, 12460182]
[6215079, 5021287, 19236163, 16119552, 6223717, 17124617, 1776493, 16131324, 15997822, 17118239]
[14362462, 11565121, 18864576, 2648289, 18003388, 4599233, 15190038, 11294597, 478633, 3943769]
[15768874, 1763534, 9473287, 9564322, 15913092, 5213217, 964043, 13153162, 18631152, 3873339]
[15991192, 13181504, 14494923, 14512209, 18093839, 19240912, 19217974, 16138904, 9866439, 17068536]
[12448281, 8719104, 17078585, 16131802, 8703347, 5208411, 17070730, 14511202, 1593651, 13494699]
[13173697, 2514833, 18574202, 10852109, 2178291, 14901759, 14847574, 9575137, 6226652, 17077718]
[3545494, 265836, 2989170, 13877980, 2586554, 6751326, 17823829, 1889194, 3574784, 14308150]
[2255231, 8545870, 4918763, 2042934, 10674558, 3746822, 13743699, 11801910, 2877990, 815704]
[5639180, 2504590, 2508414, 14849075, 622802, 17070634, 18558964, 18082866, 17079443, 1603953]
[6244674, 4456055, 15725847, 4467221, 5006865, 9496296, 555450, 17849427, 10409931, 5639180]
[18083185, 17070947, 2506449, 14504907, 18559551, 13191263, 10548850, 1771544, 16080869, 17070131]
[8302230, 17430716, 16992386, 17095161, 16832773, 11188730, 17070898, 11173943, 1838767, 4365858]
[4542306, 6917028, 16130942, 13500943, 19239357, 4541745, 11402491, 17169246, 5639337, 16959929]
[16003584, 4278393, 613355, 6702142, 13570864, 15917700, 2498611, 16525104, 10920469, 6871769]
[8837308, 13528693, 10503008, 2720513, 3343367, 11035232, 15158430, 6392141, 5630424, 10009630]
[14318389, 14761683, 16885880, 16714911, 14917842, 673464, 17829443, 3997342, 2049550, 8379508]
[5077145, 17025081, 8463287, 1396043, 5428217, 8491139, 17499157, 3015402, 7536673, 17362901]
[16205984, 838939, 8947083, 4932085, 4197203, 17843386, 2636202, 17051062, 677131, 14845875]
[1251585, 7941010, 16095780, 5077145, 4534947, 17070014, 8203978, 17219611, 18491574, 3015402]
[16777643, 18574390, 10823610, 17081300, 2506965, 11091901, 15245399, 16097807, 6578646, 5208505]
[5029520, 8712251, 622674, 19238352, 10551264, 18080207, 5206307, 14849075, 5017252, 14848576]
[18693650, 10934194, 19229755, 12712980, 5215119, 12650400, 609765, 1767313, 7053935, 8711830]
[18864576, 13562517, 16913954, 11294597, 18003388, 3571621, 14360779, 1542024, 4929894, 8990806]
[19221349, 1606816, 10925869, 5218463, 17115230, 14921469, 14910768, 10919667, 10936386, 10939380]
[8463287, 15721574, 17219611, 6847375, 7536673, 16076020, 9831620, 18382830, 3015402, 13840856]
[5005067, 9886888, 17367755, 8600167, 16895552, 9980887, 12654895, 17938481, 2614383, 1607057]
[18573840, 18574916, 611663, 9563688, 10937094, 632867, 19231269, 2933579, 2514638, 1614870]
[1492076, 7666887, 17352777, 8703309, 17988335, 16236054, 3259203, 14919555, 17219611, 8713848]
[13521711, 14840785, 15242854, 17070947, 12437714, 18558964, 8713825, 14849075, 17085381, 14845764]
[16080869, 18568273, 17070634, 17070947, 2936777, 12458818, 4540974, 6234396, 16077886, 18559067]
[11448662, 6499945, 8258041, 14325202, 15007892, 9844409, 10300466, 3974976, 5591543, 7274915]
[4401546, 9437532, 5597786, 16609518, 4645302, 6128913, 12377308, 16469392, 8289504, 14185045]
[15984197, 10540474, 2506987, 10922394, 15068776, 13561580, 16118534, 16126897, 10548395, 14501184]
[1596506, 13870788, 7982403, 9567280, 13923980, 15427975, 17575874, 13474357, 5991636, 16789847]
[3732448, 7797356, 6905395, 14372495, 12622317, 619265, 2387349, 6511132, 8712815, 4752977]
[3325651, 16525104, 17788430, 18568104, 9604651, 11294597, 2459803, 7665468, 106750, 14838186]
[12530126, 12031124, 1336065, 14700720, 5550520, 12437027, 13175694, 888974, 4552652, 14748674]
[133127, 3993015, 17123732, 1324539, 9000799, 14477241, 2224633, 4666795, 17913755, 7688061]
[15242854, 10922290, 12459555, 5639180, 2504590, 10920469, 15983760, 9568310, 5211576, 1777469]
[9455305, 7237033, 5791752, 5145299, 7177737, 4244275, 12293469, 17959346, 13490510, 10442350]
[8547004, 16945467, 7542367, 15188284, 8605530, 13773811, 14371998, 9662850, 5677791, 1292728]
[540341, 5623026, 12459092, 7432452, 15246202, 5210237, 5510321, 13565223, 16094025, 14112881]
[8703347, 18088495, 4534922, 16078831, 9561565, 12459730, 5645325, 2936777, 16096983, 15914630]
[8996373, 12762305, 4017338, 16987959, 3097479, 12333107, 10465174, 11134539, 7780877, 19233589]
[2476782, 7950887, 2027742, 9256999, 6462249, 324372, 4291104, 6247050, 887230, 11473311]
[4908253, 15029552, 18884515, 16366285, 13612108, 17681240, 7143594, 1163410, 6809286, 2590086]
[6226857, 5639206, 6221584, 16098120, 619002, 15913939, 14920395, 13493231, 1613164, 1609749]
[12690335, 760975, 9381811, 14735158, 17978221, 13491181, 9628121, 10538980, 13253497, 19084035]
[17684965, 17363334, 5657398, 15991033, 1116820, 16700128, 13068869, 2289508, 7053895, 1786178]
[15822186, 15715641, 7245768, 13690409, 10248451, 17241799, 17652333, 1101837, 1948937, 6713332]
[10695857, 16122531, 9083738, 5655576, 2933937, 632458, 680686, 17085612, 17790564, 15926099]
[2514833, 16095780, 2505581, 17068310, 2938424, 17074484, 12438459, 17073134, 14920011, 18087563]
[5639180, 16079287, 5210444, 1980007, 13993140, 3104176, 10577542, 17033163, 15658032, 13679307]
[12446942, 15911212, 4541742, 8725991, 5027814, 12441166, 2514977, 15252871, 5652535, 15236794]
[14259546, 12408802, 5098316, 15040870, 9706531, 18528877, 752418, 4874251, 5171157, 1954013]
[9332838, 12451471, 10600315, 10412288, 15173875, 4534947, 14436708, 1803368, 8169500, 9547721]
[5265930, 14729764, 17960640, 1551650, 14967154, 10920469, 11357397, 16519905, 4233242, 10177964]
[5552508, 4602543, 6749961, 17941587, 5617344, 15083626, 2297652, 11261267, 9614038, 15164721]
[4602543, 5077145, 8983419, 15018120, 4771506, 9345426, 7774738, 8921742, 3897295, 15071487]
[5077145, 17751955, 7877536, 4929894, 10741347, 17499157, 3472106, 17206453, 1009383, 3015402]
[5022117, 1053862, 18714179, 9213839, 13561366, 14384039, 13250549, 16285211, 4700355, 16115701]
[10863103, 8510620, 318799, 14751622, 17138885, 15930518, 6169572, 15478042, 16555800, 2484346]
[6749961, 6262952, 3366231, 6423330, 11630110, 7858017, 17473712, 8591539, 19145012, 15574225]
[7045529, 12453558, 618057, 14915167, 16121353, 5014663, 10542108, 1772661, 1768980, 5649228]
[17135549, 6301905, 16002753, 15236944, 10932575, 4429260, 5029190, 11387120, 1178840, 14905482]
[18491574, 8935774, 6949152, 15721574, 1251585, 5838745, 3402923, 5646092, 16568198, 1973154]
[19210760, 18576869, 5132485, 1242278, 7794342, 5724053, 7575449, 18467797, 14725465, 15048264]
[10679065, 16940636, 10023660, 17372629, 8763262, 4731399, 8471174, 9000192, 15849240, 8840389]
[5634141, 13562459, 18556409, 1616386, 613355, 2494608, 10922394, 16097338, 631333, 5208146]
[15089986, 13383804, 16390497, 4720353, 5609498, 17920015, 3196411, 8949018, 16144625, 11577873]
[5216056, 1779693, 1615758, 4544069, 13482976, 14515846, 12441325, 5210744, 15998566, 1763102]
[8488502, 11609395, 11865278, 5920702, 17291326, 2016142, 10555109, 15661649, 8248566, 9696184]
[621894, 2928518, 14506334, 16081186, 7050918, 13496752, 8716339, 15999552, 9563871, 5655837]
[1779076, 6234780, 6904178, 1594703, 18560915, 7064595, 6238772, 16115733, 15253517, 10935129]
[18419568, 4874440, 10172480, 12058330, 17056827, 12093474, 14316100, 10740370, 8427826, 1178593]
[19228154, 1602911, 2515899, 15256557, 14514885, 16097905, 13502142, 1761902, 16137857, 12460182]
[1596657, 5652313, 16096983, 5025050, 5650007, 1598762, 623275, 18082169, 1758840, 17132460]
[18168059, 6687735, 8269496, 9696227, 5403513, 14698501, 17470077, 1334046, 13587861, 9757122]
[2591895, 8205738, 14634262, 1162190, 62466, 16548991, 14202362, 11235737, 15638857, 4199400]
[14850955, 16169066, 13175223, 14135972, 12867941, 18813520, 8420952, 1180601, 12498078, 10550692]
[18557900, 13171963, 17115230, 14908235, 16086840, 10540416, 5653888, 14850396, 13489913, 16139198]
[9536395, 3374549, 947282, 8483975, 18563659, 8043857, 13858178, 9963170, 242651, 1778782]
[10336498, 12302860, 12811482, 2335749, 6274591, 12606360, 16318334, 11943932, 9758630, 5320084]
[12813564, 17927500, 4222167, 14772312, 9903043, 3692796, 3850522, 16575528, 4669846, 12442218]
[19240267, 16753202, 6215894, 14860021, 9038619, 8262770, 6341775, 6204013, 14742453, 24671]
[1361969, 1360752, 14360177, 8140583, 4698962, 11288781, 1382674, 1878545, 8390767, 16263513]
[3419632, 13576866, 5665990, 9149094, 7048215, 2662382, 6865411, 6490442, 6919612, 16532353]
[5646092, 8935774, 11294597, 14602926, 10544277, 8306198, 16443954, 7142929, 962013, 3402923]
[15929203, 19242045, 6226841, 5216610, 2494305, 16114705, 18556643, 8702826, 6226849, 6227099]
[8720236, 12438299, 19222739, 7053024, 6911825, 10926062, 617638, 1199272, 15236794, 9568083]
[9153043, 4312345, 18882094, 3533198, 6179526, 18003388, 17297404, 9392504, 15190039, 5993833]
[7054520, 5009085, 5650007, 17078585, 10548291, 6215894, 14860021, 16098443, 15531424, 6231419]
[7171095, 5654037, 8450746, 10902581, 8846905, 6967710, 4146904, 6263689, 2257649, 5824074]
[10636680, 1551650, 13104868, 6584772, 17221327, 2143922, 7111822, 15244897, 3788740, 1946906]
[3562087, 501447, 5878873, 10258784, 4280432, 11230477, 16183924, 13424757, 8496857, 13424755]
[7149204, 5926057, 1233639, 10603511, 11696342, 14613853, 3514417, 15195792, 13319784, 10449962]
[13864465, 168820, 17220949, 6754597, 11693778, 17152566, 2263464, 835661, 50149, 14396599]
[17072965, 15601844, 2494305, 4432052, 10920469, 10530257, 804531, 19068373, 18082866, 1989210]
[18556966, 8702826, 9567984, 8712401, 15256703, 16093649, 19238077, 5204635, 18572304, 620204]
[8343854, 14719757, 13883060, 2446881, 5466835, 13510665, 14511912, 9254014, 17081125, 2267138]
[5060212, 18560525, 9623629, 17499157, 12796178, 4704379, 13409943, 7981384, 17751955, 10830789]
[1779693, 17072961, 10541469, 14504172, 9563299, 632867, 18576452, 15915870, 18576612, 14860021]
[17078309, 2514833, 17070912, 4545751, 6218799, 1771926, 14505817, 17132460, 19239586, 14846690]
[13245582, 8712663, 2334049, 14908896, 16360767, 3335457, 13502766, 10357472, 12978595, 12655706]
[17068694, 17075484, 15254018, 18082866, 2938424, 613355, 9567533, 14854199, 12438459, 14914393]
[13512019, 5655216, 10940495, 5656128, 17070097, 17080035, 5855211, 6565567, 15246986, 9157219]
[10937406, 11893368, 18097647, 10008478, 5642687, 12332695, 18559098, 16355392, 17453831, 16784927]
[17084602, 17133246, 10532879, 16826466, 16118386, 16131266, 7055561, 7062915, 15253754, 10917801]
[1701800, 2909320, 12094406, 13789600, 16394379, 13916768, 8065952, 3852592, 2131918, 10509365]
[895497, 5490042, 269730, 14281098, 14009349, 9337841, 5078154, 12449046, 4243151, 12728634]
[8719086, 12715492, 2590133, 3336919, 13750366, 17734387, 1512863, 7614907, 9067964, 6108031]
[10639773, 10299213, 16022335, 11609369, 16542798, 11402287, 965907, 9152592, 6525452, 1095969]
[13181504, 13521961, 10547408, 7048128, 13483231, 15782433, 16000093, 5213760, 13480197, 17136266]
[18337097, 13959351, 10850069, 14850208, 16065317, 16639824, 16771569, 10337003, 5195750, 2873805]
[954747, 15241038, 6109852, 15249462, 13519592, 13504275, 6226642, 12150176, 1656681, 8199644]
[17072965, 1596506, 10920469, 12437027, 6150557, 18003388, 17116323, 1781281, 18083185, 16443954]
[613355, 13562125, 16443954, 15063445, 5211576, 10538532, 1777469, 1616386, 17124099, 5208146]
[7053895, 13490510, 10930812, 13480804, 623275, 14919445, 16097807, 628727, 5009085, 5653588]
[18241551, 4988642, 10580828, 14444208, 4889372, 1551650, 52531, 10920469, 1095522, 15829818]
[12446942, 1762269, 4552359, 11706623, 5288588, 15980241, 4156921, 1596506, 5202702, 1940014]
[9567533, 10555554, 1583864, 11290282, 271735, 2505361, 14912955, 17085040, 15110169, 10556619]
[18082866, 5029826, 1778691, 1607398, 14919555, 4552359, 1768369, 18092143, 1616900, 10543649]
[18729, 6244674, 778009, 11294597, 8935774, 17151735, 8947083, 10003277, 16525104, 9496296]
[6838648, 12960574, 10791558, 4476039, 14658316, 5351187, 12125003, 19013007, 14001267, 6304584]
[16880938, 11261267, 15975455, 18556409, 11082427, 16003584, 13602648, 19219640, 5739831, 8024005]
[16922385, 15919545, 5832498, 759095, 10922014, 17137698, 15059271, 11848761, 5216861, 17626230]
[17800124, 9341311, 11606998, 9843090, 8290033, 12525660, 7629530, 16435574, 14809805, 11354980]
[5639180, 8719301, 18082866, 5018038, 613355, 620204, 617638, 10544525, 1617281, 10535326]
[9650182, 8623234, 6742523, 8619489, 11261267, 12385938, 18491574, 3015401, 8491139, 1009383]
[14306030, 12270212, 5188535, 9615463, 14723584, 16615254, 14649114, 6075701, 11490177, 6741954]
[18426782, 2237364, 9976904, 14047147, 3410443, 14909735, 11034509, 6673772, 16000550, 18574788]
[12448281, 8719104, 8703347, 17078585, 16131802, 17070730, 9578131, 5208411, 14511202, 1593651]
[3299197, 14513678, 16443954, 3331204, 2391246, 6237678, 5646092, 14705803, 15991615, 16096680]
[14396697, 6295861, 14170593, 6982602, 14399614, 6550546, 5817212, 15946022, 13258953, 17889669]
[251100, 314355, 11348375, 5793065, 14424919, 2416400, 12662073, 4348122, 13514266, 13476861]
[5920702, 10544277, 6749961, 13778901, 8935774, 16362735, 15164721, 9377154, 14167790, 4797764]
[6703853, 7797356, 7052856, 19240912, 18093839, 18572581, 14511443, 10930852, 12446942, 14514885]
[13486164, 12446988, 2509885, 5204635, 15256703, 620204, 18560966, 10543359, 1773879, 1611479]
[3917127, 8763032, 15713218, 16517673, 19157969, 19268131, 2146031, 11877579, 3254113, 19080259]
[5412312, 14758683, 17366455, 13093165, 9069808, 11606740, 17199426, 1117330, 13583711, 17721054]
[2408806, 18625784, 12944648, 8790607, 9242100, 8544270, 12023452, 12038556, 6610477, 12865893]
[10019214, 19195352, 7574960, 9779759, 4255746, 17554945, 14818019, 9953669, 1463787, 3059690]
[15074470, 5215239, 18088474, 6229139, 15982198, 2928780, 1610611, 2515757, 10538909, 14840897]
[17070769, 10922039, 15982198, 1769744, 17068296, 17070234, 15252684, 16091202, 15065833, 6236877]
[10930223, 8892483, 4755516, 5552900, 2195749, 2973175, 17020175, 10872748, 19229769, 7438739]
[17083487, 18570106, 8704715, 15256160, 626831, 14849181, 6220157, 10928840, 17075255, 5215239]
[7238645, 13500495, 16710117, 5653168, 14632203, 5911763, 7784468, 11965327, 9706287, 8723829]
[15583968, 4803364, 1162256, 5880949, 2644630, 13788962, 4623377, 18067995, 4409233, 893717]
[7734387, 16452443, 2297652, 3958343, 5639180, 1666728, 11386915, 15073357, 1626728, 7579173]
[17068419, 13565223, 5510321, 12861739, 17067024, 14905482, 7621205, 15236944, 14861506, 4542770]
[16052489, 10740260, 11752823, 3563569, 6022972, 5804034, 5860962, 864437, 944884, 4330259]
[18175811, 3486483, 18699372, 7111822, 15279489, 1696214, 4781253, 12093871, 15353562, 3366231]
[6244674, 5534376, 12446082, 5738080, 15579628, 16714911, 7836908, 13140826, 17103646, 16222620]
[19223674, 15252851, 16125602, 17070879, 6214872, 17068140, 10920469, 17135129, 5088434, 9496296]
[18632673, 7400732, 15982452, 13665141, 18336238, 6149688, 9505292, 15192142, 3080833, 5781913]
[385807, 18780248, 9568310, 18729, 19008768, 15917700, 11294597, 11713186, 11070119, 2504590]
[5053058, 15829924, 6279762, 3796469, 18075070, 2611923, 9623629, 14231661, 12322834, 16895280]
[4184709, 5391694, 15888528, 13104606, 5741962, 19163353, 902240, 5311191, 11179234, 7089160]
[14838403, 11246174, 17986269, 7248491, 16489508, 15337569, 3535488, 12423356, 1097941, 12155543]
[13482976, 17070138, 9563305, 18560861, 10930937, 6915242, 5214806, 13191605, 2504346, 10921338]
[8226131, 2880430, 6477149, 766020, 1251585, 12940281, 6622558, 13602648, 2165422, 2255231]
[1637955, 845351, 17131684, 12132940, 7345632, 3928289, 10442361, 18352842, 6008495, 12316237]
[17868930, 3718407, 10042069, 4917136, 8071878, 15059486, 19217691, 18393159, 18567365, 3176270]
[15249532, 10546745, 2514403, 15248344, 2263464, 14729764, 15996592, 3021558, 16095780, 2255231]
[11274766, 10554547, 16195992, 4798816, 17008823, 2122450, 12224642, 9529529, 14500205, 5490914]
[5639180, 16003584, 18097647, 19125029, 613355, 16122881, 2504590, 10940225, 10543649, 14557703]
[14910768, 13497905, 8708990, 10553236, 5204635, 16096500, 10933682, 19241314, 18097036, 12160619]
[15405688, 17946739, 5091001, 439764, 11320567, 13929315, 13192161, 11710860, 6427127, 3143647]
[17077718, 5213104, 6216905, 2928780, 1756521, 622193, 13480811, 17070651, 10921338, 15063445]
[13491493, 5206406, 5032110, 15982213, 17115846, 15085610, 17070548, 5019353, 17072086, 5010556]
[612047, 14861506, 1598714, 14912955, 1756808, 15236944, 1770203, 13501091, 18572999, 9719536]
[10558586, 16355544, 2222603, 5942789, 9618207, 8990372, 1420139, 13340763, 16553913, 4653973]
[4542770, 5653765, 2516987, 12440500, 10548603, 5029410, 1766141, 17068419, 540341, 7053446]
[14347361, 478634, 5956547, 8014738, 19106115, 9650182, 14720912, 14362462, 15817860, 15164721]
[8328784, 5712936, 5263962, 3782777, 10217985, 11158088, 13176064, 10403785, 1830710, 14009772]
[15064401, 9567533, 13567048, 13490062, 19223521, 10922290, 15242085, 4553483, 14494858, 10930817]
[11294597, 1766160, 7867777, 11261267, 15721574, 10495446, 10248396, 8773967, 13440199, 2611923]
[14908285, 19239357, 16097807, 18559431, 1607913, 17075221, 18087563, 18572581, 15924804, 14512209]
[12115089, 10063655, 3854682, 6737750, 2005761, 8216365, 5960313, 17516212, 7047450, 5834906]
[375952, 8462344, 14604470, 2125207, 10478398, 15366659, 1794067, 3082409, 10768260, 8259912]
[90960, 15162804, 17499157, 1288145, 9646861, 15497450, 16548826, 17219611, 1251585, 18411155]
[10920469, 613355, 11694710, 18559067, 5588391, 1596506, 1551650, 18556409, 18558964, 10544525]
[1607913, 17070850, 5206406, 18560861, 17070947, 10555263, 12435792, 5015579, 13193759, 16080869]
[15445851, 7090883, 15051275, 18572046, 5506368, 3347297, 10550215, 11176195, 2000115, 19231757]
[7142384, 995091, 2255231, 3937502, 13864465, 14310979, 13687809, 18355172, 14173380, 16259066]
[7654807, 7288702, 12440500, 540341, 7788486, 15246202, 1912440, 10953959, 6662825, 5914934]
[9686636, 18198958, 19008768, 1394270, 18038955, 6524858, 5833633, 6844511, 399559, 16895280]
[5021070, 15083780, 13192740, 12245367, 6226829, 17121224, 6584772, 7797356, 5029520, 5720803]
[9568083, 13185068, 15064401, 16097905, 10555263, 15086047, 2497899, 15253036, 14507724, 5029232]
[1594691, 15241378, 618484, 8718077, 12442008, 16125602, 6235973, 10547303, 9744589, 16090214]
